no,timestamp,teks,teks_processed,tokens,matched_words,unmatched_words,removed_words
7214,2017-04-26T04:19:25.000Z,Ketua Komisi IX DPR RI Melakukan Konferensi Pers Timwas TKI Tentang Perpanjangan satu Masa Sidang RUU PPILN,ketua komisi IX DPR RI pelaksanaan konferensi pers timwas TKI tentang panjang satu masa sidang RUU PPILN,"['ketua', 'komisi', 'IX', 'DPR', 'RI', 'pelaksanaan', 'konferensi', 'pers', 'timwas', 'TKI', 'tentang', 'panjang', 'satu', 'masa', 'sidang', 'RUU', 'PPILN']","['komisi', 'DPR', 'pelaksanaan', 'konferensi', 'tentang', 'panjang', 'satu', 'sidang', 'RUU']",[],"['ketua', 'IX', 'RI', 'pers', 'timwas', 'TKI', 'masa', 'PPILN']"
7215,2017-04-26T02:45:43.000Z,Pembahasan RUU Perlindungan Pekerja Migran Indonesia Harus Transparan,bahas RUU lindung kerja migran indonesia harus transparan,"['bahas', 'RUU', 'lindung', 'kerja', 'migran', 'indonesia', 'harus', 'transparan']","['bahas', 'RUU', 'lindung', 'kerja', 'harus', 'transparan']",[],"['migran', 'indonesia']"
7216,2017-04-26T02:16:24.000Z,Selama ini apa saja yg di lakukan anggota dpr atau ada kepentingan sehingga ruu pemilu belum disahkan hingga sekarang,lama ini apa saja yang di pelaksanaan anggota dpr atau ada penting sehingga ruu pemilu belum sah hingga sekarang,"['lama', 'ini', 'apa', 'saja', 'yang', 'di', 'pelaksanaan', 'anggota', 'dpr', 'atau', 'ada', 'penting', 'sehingga', 'ruu', 'pemilu', 'belum', 'sah', 'hingga', 'sekarang']","['lama', 'saja', 'pelaksanaan', 'anggota', 'dpr', 'ada', 'penting', 'ruu', 'pemilu', 'sah']","['ini', 'apa', 'yang', 'di', 'atau', 'hingga']","['sehingga', 'belum', 'sekarang']"
7217,2017-04-25T16:16:35.000Z,Komisi II DPR RI Pastikan RUU Pemilu Rampung Mei Mendatang,komisi II DPR RI pasti RUU pemilu rampung mei datang,"['komisi', 'II', 'DPR', 'RI', 'pasti', 'RUU', 'pemilu', 'rampung', 'mei', 'datang']","['komisi', 'DPR', 'pasti', 'RUU', 'pemilu', 'rampung', 'datang']",[],"['II', 'RI', 'mei']"
7218,2017-04-25T16:05:36.000Z,detikcom Rapat RUU PNBP Cuma Dihadiri Anggota DPR Ini Hasilnya via detikfinance,detikcom rapat RUU PNBP cuma hadir anggota DPR ini hasil via detikfinance,"['detikcom', 'rapat', 'RUU', 'PNBP', 'cuma', 'hadir', 'anggota', 'DPR', 'ini', 'hasil', 'via', 'detikfinance']","['rapat', 'RUU', 'cuma', 'hadir', 'anggota', 'DPR', 'hasil']",['ini'],"['detikcom', 'PNBP', 'via', 'detikfinance']"
7219,2017-04-25T15:58:23.000Z,Rapat RUU PNBP Cuma Dihadiri Anggota DPR Ini Hasilnya via detikfinance,rapat RUU PNBP cuma hadir anggota DPR ini hasil via detikfinance,"['rapat', 'RUU', 'PNBP', 'cuma', 'hadir', 'anggota', 'DPR', 'ini', 'hasil', 'via', 'detikfinance']","['rapat', 'RUU', 'cuma', 'hadir', 'anggota', 'DPR', 'hasil']",['ini'],"['PNBP', 'via', 'detikfinance']"
7220,2017-04-25T13:02:01.000Z,ringkas Rapat RUU PNBP Cuma Dihadiri Anggota DPR Ini Hasilnya,ringkas rapat RUU PNBP cuma hadir anggota DPR ini hasil,"['ringkas', 'rapat', 'RUU', 'PNBP', 'cuma', 'hadir', 'anggota', 'DPR', 'ini', 'hasil']","['ringkas', 'rapat', 'RUU', 'cuma', 'hadir', 'anggota', 'DPR', 'hasil']",['ini'],['PNBP']
7221,2017-04-25T12:58:18.000Z,Rapat RUU PNBP Cuma Dihadiri Anggota DPR Ini Hasilnya,rapat RUU PNBP cuma hadir anggota DPR ini hasil,"['rapat', 'RUU', 'PNBP', 'cuma', 'hadir', 'anggota', 'DPR', 'ini', 'hasil']","['rapat', 'RUU', 'cuma', 'hadir', 'anggota', 'DPR', 'hasil']",['ini'],['PNBP']
7222,2017-04-25T12:51:10.000Z,Rapat RUU PNBP Cuma Dihadiri Anggota DPR Ini Hasilnya lmberita,rapat RUU PNBP cuma hadir anggota DPR ini hasil lmberita,"['rapat', 'RUU', 'PNBP', 'cuma', 'hadir', 'anggota', 'DPR', 'ini', 'hasil', 'lmberita']","['rapat', 'RUU', 'cuma', 'hadir', 'anggota', 'DPR', 'hasil']",['ini'],"['PNBP', 'lmberita']"
7223,2017-04-25T12:49:31.000Z,AGEN POKER BANDAR JUDI TERPERCAYA BONUS TO TERBESAR indonesia capsa Rapat RUU,AGEN POKER BANDAR JUDI PERCAYA BONUS TETAPI BESAR indonesia capsa rapat RUU,"['AGEN', 'POKER', 'BANDAR', 'JUDI', 'PERCAYA', 'BONUS', 'TETAPI', 'BESAR', 'indonesia', 'capsa', 'rapat', 'RUU']","['AGEN', 'BANDAR', 'PERCAYA', 'BONUS', 'BESAR', 'rapat', 'RUU']",['TETAPI'],"['POKER', 'JUDI', 'indonesia', 'capsa']"
7224,2017-04-25T08:43:00.000Z,Bahas RUU PNBP Anggota DPR yang Hadir Cuma Orang,bahas RUU PNBP anggota DPR yang hadir cuma orang,"['bahas', 'RUU', 'PNBP', 'anggota', 'DPR', 'yang', 'hadir', 'cuma', 'orang']","['bahas', 'RUU', 'anggota', 'DPR', 'hadir', 'cuma']",['yang'],"['PNBP', 'orang']"
7225,2017-04-25T08:36:06.000Z,ringkas Bahas RUU PNBP Anggota DPR yang Hadir Cuma Orang,ringkas bahas RUU PNBP anggota DPR yang hadir cuma orang,"['ringkas', 'bahas', 'RUU', 'PNBP', 'anggota', 'DPR', 'yang', 'hadir', 'cuma', 'orang']","['ringkas', 'bahas', 'RUU', 'anggota', 'DPR', 'hadir', 'cuma']",['yang'],"['PNBP', 'orang']"
7226,2017-04-25T08:22:57.000Z,joinpaytren Bahas RUU PNBP Anggota DPR yang Hadir Cuma Orang,joinpaytren bahas RUU PNBP anggota DPR yang hadir cuma orang,"['joinpaytren', 'bahas', 'RUU', 'PNBP', 'anggota', 'DPR', 'yang', 'hadir', 'cuma', 'orang']","['bahas', 'RUU', 'anggota', 'DPR', 'hadir', 'cuma']",['yang'],"['joinpaytren', 'PNBP', 'orang']"
7227,2017-04-25T08:11:32.000Z,RUU PNBP Komisi XI DPR RI Kepolisian RI Kemenkes Kemendikbud Kemeneg BUMN Kemen ESDM KemenkumHam penerimaan negara blm mcapai target,RUU PNBP komisi XI DPR RI polisi RI kemenkes kemendikbud kemeneg BUMN kemen ESDM kemenkumham terima negara belum mcapai target,"['RUU', 'PNBP', 'komisi', 'XI', 'DPR', 'RI', 'polisi', 'RI', 'kemenkes', 'kemendikbud', 'kemeneg', 'BUMN', 'kemen', 'ESDM', 'kemenkumham', 'terima', 'negara', 'belum', 'mcapai', 'target']","['RUU', 'komisi', 'DPR', 'terima']",[],"['PNBP', 'XI', 'RI', 'polisi', 'RI', 'kemenkes', 'kemendikbud', 'kemeneg', 'BUMN', 'kemen', 'ESDM', 'kemenkumham', 'negara', 'belum', 'mcapai', 'target']"
7228,2017-04-25T08:05:40.000Z,Komisi XI DPR RDP dengan POLRI Kemendikbud Kemenkes Kemen ESDM KemenkumHAM dan Kementerian BUMN membahas masukan RUU PNBP Komisi,komisi XI DPR RDP dengan POLRI kemendikbud kemenkes kemen ESDM kemenkumham dan menteri BUMN bahas masuk RUU PNBP komisi,"['komisi', 'XI', 'DPR', 'RDP', 'dengan', 'POLRI', 'kemendikbud', 'kemenkes', 'kemen', 'ESDM', 'kemenkumham', 'dan', 'menteri', 'BUMN', 'bahas', 'masuk', 'RUU', 'PNBP', 'komisi']","['komisi', 'DPR', 'bahas', 'masuk', 'RUU', 'komisi']","['dengan', 'dan']","['XI', 'RDP', 'POLRI', 'kemendikbud', 'kemenkes', 'kemen', 'ESDM', 'kemenkumham', 'menteri', 'BUMN', 'PNBP']"
7229,2017-04-25T07:21:32.000Z,RDPU dan bbrp jaringan buruh migran dg komisi ttg RUU buruh migran Terima ksh pak atas waktunya,RDPU dan beberapa jaring buruh migran dengan komisi tentang RUU buruh migran terima kasih pak atas waktu,"['RDPU', 'dan', 'beberapa', 'jaring', 'buruh', 'migran', 'dengan', 'komisi', 'tentang', 'RUU', 'buruh', 'migran', 'terima', 'kasih', 'pak', 'atas', 'waktu']","['jaring', 'komisi', 'tentang', 'RUU', 'terima', 'kasih', 'atas']","['dan', 'dengan']","['RDPU', 'beberapa', 'buruh', 'migran', 'buruh', 'migran', 'pak', 'waktu']"
7230,2017-04-25T07:18:03.000Z,Perwakilan Migrant Care Memberikan Berkas tentang Pembahasan RUU Perlundungan Pekerja Migran Indonesia Kepada Pimpinan Komisi IX DPR RI,wakil migrant care beri berkas tentang bahas RUU perlundungan kerja migran indonesia kepada kepemimpinan komisi IX DPR RI,"['wakil', 'migrant', 'care', 'beri', 'berkas', 'tentang', 'bahas', 'RUU', 'perlundungan', 'kerja', 'migran', 'indonesia', 'kepada', 'kepemimpinan', 'komisi', 'IX', 'DPR', 'RI']","['wakil', 'care', 'beri', 'tentang', 'bahas', 'RUU', 'kerja', 'komisi', 'DPR']",[],"['migrant', 'berkas', 'perlundungan', 'migran', 'indonesia', 'kepada', 'kepemimpinan', 'IX', 'RI']"
7231,2017-04-25T06:32:11.000Z,Forum Legislasi RUU Ketenagakerjaan dengan tema Menakar UU Ketenagakerjaan di Media Center DPR RI ForlegDPR,forum legislasi RUU ketenagakerjaan dengan tema takar UU ketenagakerjaan di media center DPR RI forlegdpr,"['forum', 'legislasi', 'RUU', 'ketenagakerjaan', 'dengan', 'tema', 'takar', 'UU', 'ketenagakerjaan', 'di', 'media', 'center', 'DPR', 'RI', 'forlegdpr']","['forum', 'RUU', 'takar', 'UU', 'DPR']","['dengan', 'di']","['legislasi', 'ketenagakerjaan', 'tema', 'ketenagakerjaan', 'media', 'center', 'RI', 'forlegdpr']"
7232,2017-04-25T02:31:21.000Z,Matangkan RUU Perkelapasawitan DPR Kunjungi Industri Sawit Pontianak,matang RUU perkelapasawitan DPR kunjung industri sawit pontianak,"['matang', 'RUU', 'perkelapasawitan', 'DPR', 'kunjung', 'industri', 'sawit', 'pontianak']","['RUU', 'DPR', 'kunjung']",[],"['matang', 'perkelapasawitan', 'industri', 'sawit', 'pontianak']"
7233,2017-04-25T02:16:55.000Z,Info republika Matangkan RUU Perkelapasawitan DPR Kunjungi Industri Sawit Pontianak,info republika matang RUU perkelapasawitan DPR kunjung industri sawit pontianak,"['info', 'republika', 'matang', 'RUU', 'perkelapasawitan', 'DPR', 'kunjung', 'industri', 'sawit', 'pontianak']","['info', 'RUU', 'DPR', 'kunjung']",[],"['republika', 'matang', 'perkelapasawitan', 'industri', 'sawit', 'pontianak']"
7234,2017-04-24T17:15:59.000Z,DPR RI akan Sahkan RUU Sistem Perbukuan Read at,DPR RI akan sahkan RUU sistem buku read at,"['DPR', 'RI', 'akan', 'sahkan', 'RUU', 'sistem', 'buku', 'read', 'at']","['DPR', 'RUU', 'sistem']",[],"['RI', 'akan', 'sahkan', 'buku', 'read', 'at']"
7235,2017-04-24T15:56:19.000Z,DPR RI akan Sahkan RUU Sistem Perbukuan,DPR RI akan sahkan RUU sistem buku,"['DPR', 'RI', 'akan', 'sahkan', 'RUU', 'sistem', 'buku']","['DPR', 'RUU', 'sistem']",[],"['RI', 'akan', 'sahkan', 'buku']"
7236,2017-04-24T14:00:08.000Z,semoga benar,moga banget,"['moga', 'banget']","['moga', 'banget']",[],[]
7237,2017-04-24T02:42:23.000Z,Radio ANDIKA Dewan Perwakilan Rakyat menargetkan Rancangan Undang Undang RUU Karantina Hewan Ikan dan,radio ANDIKA dewan wakil rakyat target rancangan undang undang RUU karantina hewan ikan dan,"['radio', 'ANDIKA', 'dewan', 'wakil', 'rakyat', 'target', 'rancangan', 'undang', 'undang', 'RUU', 'karantina', 'hewan', 'ikan', 'dan']","['dewan', 'wakil', 'rakyat', 'rancangan', 'undang', 'undang', 'RUU']",['dan'],"['radio', 'ANDIKA', 'target', 'karantina', 'hewan', 'ikan']"
7238,2017-04-23T15:00:54.000Z,Wakil Rakyat Dapil Asakota Reses di Lingkungan Pelita Jatiwangi,wakil rakyat dapil asakota reses di lingkung pelita jatiwangi,"['wakil', 'rakyat', 'dapil', 'asakota', 'reses', 'di', 'lingkung', 'pelita', 'jatiwangi']","['wakil', 'rakyat', 'reses', 'pelita']",['di'],"['dapil', 'asakota', 'lingkung', 'jatiwangi']"
7239,2017-04-23T12:34:30.000Z,Apakah setujuh jika Rancangan Undang Undang Pemilu juga mengatur akun liar di media sosial?,apakah tujuh jika rancangan undang undang pemilu juga pengaturan akun liar di media sosial ?,"['apakah', 'tujuh', 'jika', 'rancangan', 'undang', 'undang', 'pemilu', 'juga', 'pengaturan', 'akun', 'liar', 'di', 'media', 'sosial', '?']","['rancangan', 'undang', 'undang', 'pemilu', 'sosial']","['jika', 'di']","['apakah', 'tujuh', 'juga', 'pengaturan', 'akun', 'liar', 'media', '?']"
7240,2017-04-23T12:32:40.000Z,Apakah setuju jika Rancangan Undang Undang Pemilu juga mengatur mekanisme kampanye di media sosial?,apakah tuju jika rancangan undang undang pemilu juga pengaturan mekanisme kampanye di media sosial ?,"['apakah', 'tuju', 'jika', 'rancangan', 'undang', 'undang', 'pemilu', 'juga', 'pengaturan', 'mekanisme', 'kampanye', 'di', 'media', 'sosial', '?']","['tuju', 'rancangan', 'undang', 'undang', 'pemilu', 'kampanye', 'sosial']","['jika', 'di']","['apakah', 'juga', 'pengaturan', 'mekanisme', 'media', '?']"
7241,2017-04-23T12:12:20.000Z,Mari kita doakan supaya RUU Sistem Perbukuan segera diambil keputusan pada Tingkat II Paripurna menjadi UU WorldBookDay HariBukuSedunia,mari kita doa supaya RUU sistem buku segera ambil keputusan pada tingkat II paripurna jadi UU worldbookday haribukusedunia,"['mari', 'kita', 'doa', 'supaya', 'RUU', 'sistem', 'buku', 'segera', 'ambil', 'keputusan', 'pada', 'tingkat', 'II', 'paripurna', 'jadi', 'UU', 'worldbookday', 'haribukusedunia']","['mari', 'doa', 'supaya', 'RUU', 'sistem', 'segera', 'ambil', 'keputusan', 'tingkat', 'paripurna', 'jadi', 'UU']",['pada'],"['kita', 'buku', 'II', 'worldbookday', 'haribukusedunia']"
7242,2017-04-23T12:10:37.000Z,RUU Sistem Perbukuan merupakan RUU Usul Inisiatif DPR RI yang akan memasuki pembahasan Tingkat II Paripurna WorldBookDay HariBukuSedunia,RUU sistem buku rupa RUU usul inisiatif DPR RI yang akan pasuk bahas tingkat II paripurna worldbookday haribukusedunia,"['RUU', 'sistem', 'buku', 'rupa', 'RUU', 'usul', 'inisiatif', 'DPR', 'RI', 'yang', 'akan', 'pasuk', 'bahas', 'tingkat', 'II', 'paripurna', 'worldbookday', 'haribukusedunia']","['RUU', 'sistem', 'rupa', 'RUU', 'usul', 'DPR', 'pasuk', 'bahas', 'tingkat', 'paripurna']",['yang'],"['buku', 'inisiatif', 'RI', 'akan', 'II', 'worldbookday', 'haribukusedunia']"
7243,2017-04-23T12:08:51.000Z,Saat ini Komisi X DPR RI telah menyelesaikan pembahasan Tingkat I RUU Sistem Perbukuan WorldBookDay HariBukuSedunia,saat ini komisi kali DPR RI telah selesai bahas tingkat i RUU sistem buku worldbookday haribukusedunia,"['saat', 'ini', 'komisi', 'kali', 'DPR', 'RI', 'telah', 'selesai', 'bahas', 'tingkat', 'i', 'RUU', 'sistem', 'buku', 'worldbookday', 'haribukusedunia']","['komisi', 'DPR', 'selesai', 'bahas', 'tingkat', 'RUU', 'sistem']",['ini'],"['saat', 'kali', 'RI', 'telah', 'i', 'buku', 'worldbookday', 'haribukusedunia']"
7244,2017-04-23T11:03:51.000Z,Ambiguitas Motif DPR RI Memprioritaskan Revisi UU KPK Dibandingkan Merevisi UU Tipikor dan,ambiguitas motif DPR RI prioritas revisi UU KPK banding revisi UU tipikor dan,"['ambiguitas', 'motif', 'DPR', 'RI', 'prioritas', 'revisi', 'UU', 'KPK', 'banding', 'revisi', 'UU', 'tipikor', 'dan']","['ambiguitas', 'DPR', 'revisi', 'UU', 'banding', 'revisi', 'UU']",['dan'],"['motif', 'RI', 'prioritas', 'KPK', 'tipikor']"
7245,2017-04-23T06:40:01.000Z,Fraksi PPP DPR RI sdg mmprjuangkn RUU larangan minol harus didukung ini bukti konkrit sbg partai Islam kemana yg lain?,partai PP DPR RI sedang mmprjuangkn RUU larang mol harus dukungan ini bukti konkrit bagai partai islam mana yang lain ?,"['partai', 'PP', 'DPR', 'RI', 'sedang', 'mmprjuangkn', 'RUU', 'larang', 'mol', 'harus', 'dukungan', 'ini', 'bukti', 'konkrit', 'bagai', 'partai', 'islam', 'mana', 'yang', 'lain', '?']","['DPR', 'RUU', 'larang', 'harus', 'dukungan', 'bukti', 'islam', 'lain']","['ini', 'yang']","['partai', 'PP', 'RI', 'sedang', 'mmprjuangkn', 'mol', 'konkrit', 'bagai', 'partai', 'mana', '?']"
7246,2017-04-21T17:12:31.000Z,Fraksi NasDem DPR RI Gelar FGD RUU Masyarakat Adat,partai nasdem DPR RI gelar FGD RUU masyarakat adat,"['partai', 'nasdem', 'DPR', 'RI', 'gelar', 'FGD', 'RUU', 'masyarakat', 'adat']","['DPR', 'gelar', 'RUU']",[],"['partai', 'nasdem', 'RI', 'FGD', 'masyarakat', 'adat']"
7247,2017-04-20T10:29:15.000Z,Komisi X DPR Setujui RUU Sistem Perbukuan,komisi kali DPR tuju RUU sistem buku,"['komisi', 'kali', 'DPR', 'tuju', 'RUU', 'sistem', 'buku']","['komisi', 'DPR', 'tuju', 'RUU', 'sistem']",[],"['kali', 'buku']"
7248,2017-04-20T04:49:04.000Z,Ketahanan Budaya Jadi Semangat RUU Pemajuan Kebudayaan,pertahanan budaya jadi semangat RUU maju budaya,"['pertahanan', 'budaya', 'jadi', 'semangat', 'RUU', 'maju', 'budaya']","['jadi', 'semangat', 'RUU']",[],"['pertahanan', 'budaya', 'maju', 'budaya']"
7249,2017-04-20T03:24:30.000Z,JPNN Komisi X DPR Setujui RUU Sistem Perbukuan JAKARTA Komisi X DPR RI NewsToday,JPNN komisi kali DPR tuju RUU sistem buku JAKARTA komisi kali DPR RI newstoday,"['JPNN', 'komisi', 'kali', 'DPR', 'tuju', 'RUU', 'sistem', 'buku', 'JAKARTA', 'komisi', 'kali', 'DPR', 'RI', 'newstoday']","['komisi', 'DPR', 'tuju', 'RUU', 'sistem', 'komisi', 'DPR']",[],"['JPNN', 'kali', 'buku', 'JAKARTA', 'kali', 'RI', 'newstoday']"
7250,2017-04-20T01:47:30.000Z,Agenda DPR Kamis Pukul WIB Baleg DPR Rapat Panja RUU MD agendaDPR,agenda DPR kamis pukul WIB baleg DPR rapat panja RUU MD agendadpr,"['agenda', 'DPR', 'kamis', 'pukul', 'WIB', 'baleg', 'DPR', 'rapat', 'panja', 'RUU', 'MD', 'agendadpr']","['DPR', 'pukul', 'baleg', 'DPR', 'rapat', 'panja', 'RUU']",[],"['agenda', 'kamis', 'WIB', 'MD', 'agendadpr']"
7251,2017-04-19T13:50:15.000Z,Nasional DPRRI Komisi X DPR RI Setujui RUU Sisbuk,nasional DPRRI komisi kali DPR RI tuju RUU sisbuk,"['nasional', 'DPRRI', 'komisi', 'kali', 'DPR', 'RI', 'tuju', 'RUU', 'sisbuk']","['komisi', 'DPR', 'tuju', 'RUU']",[],"['nasional', 'DPRRI', 'kali', 'RI', 'sisbuk']"
7252,2017-04-19T03:55:40.000Z,Kapushidrosal RDP Dengan Komisi I DPR RI Tentang RUU Penetapan Batas ZEE RI Filipina,kapushidrosal RDP dengan komisi i DPR RI tentang RUU tetap batas ZEE RI filipina,"['kapushidrosal', 'RDP', 'dengan', 'komisi', 'i', 'DPR', 'RI', 'tentang', 'RUU', 'tetap', 'batas', 'ZEE', 'RI', 'filipina']","['komisi', 'DPR', 'tentang', 'RUU', 'tetap', 'batas']",['dengan'],"['kapushidrosal', 'RDP', 'i', 'RI', 'ZEE', 'RI', 'filipina']"
7253,2017-04-19T00:43:21.000Z,RUU Sisbuk Disetujui JAKARTA EDUNEWS ID Komisi X DPR RI kembali menyetujui Rancangan Undang Undang Sistem,RUU sisbuk tuju JAKARTA EDUNEWS ID komisi kali DPR RI kembali tuju rancangan undang undang sistem,"['RUU', 'sisbuk', 'tuju', 'JAKARTA', 'EDUNEWS', 'ID', 'komisi', 'kali', 'DPR', 'RI', 'kembali', 'tuju', 'rancangan', 'undang', 'undang', 'sistem']","['RUU', 'tuju', 'komisi', 'DPR', 'tuju', 'rancangan', 'undang', 'undang', 'sistem']",[],"['sisbuk', 'JAKARTA', 'EDUNEWS', 'ID', 'kali', 'RI', 'kembali']"
7254,2017-04-18T08:46:09.000Z,Seminar Disabilitas Expo Tahun Undang Undang Penyandang Disabilitas Berkarya untuk Bangsa Selasa April,seminar disabilitas expo tahun undang undang sandang disabilitas karya untuk bangsa selasa april,"['seminar', 'disabilitas', 'expo', 'tahun', 'undang', 'undang', 'sandang', 'disabilitas', 'karya', 'untuk', 'bangsa', 'selasa', 'april']","['undang', 'undang', 'karya']",['untuk'],"['seminar', 'disabilitas', 'expo', 'tahun', 'sandang', 'disabilitas', 'bangsa', 'selasa', 'april']"
7255,2017-04-18T07:42:50.000Z,RUU Sisbuk ini Harapan Menteri Muhadjir JAKARTA EDUNEWS ID Komisi X DPR RI bersama Kementerian Pendidikan,RUU sisbuk ini harap menteri muhadjir JAKARTA EDUNEWS ID komisi kali DPR RI sama menteri didik,"['RUU', 'sisbuk', 'ini', 'harap', 'menteri', 'muhadjir', 'JAKARTA', 'EDUNEWS', 'ID', 'komisi', 'kali', 'DPR', 'RI', 'sama', 'menteri', 'didik']","['RUU', 'harap', 'komisi', 'DPR', 'sama', 'didik']",['ini'],"['sisbuk', 'menteri', 'muhadjir', 'JAKARTA', 'EDUNEWS', 'ID', 'kali', 'RI', 'menteri']"
7256,2017-04-18T07:42:42.000Z,RUU Sisbuk ini Harapan Menteri Muhadjir JAKARTA EDUNEWS ID Komisi X DPR RI bersama Kementerian Pendidikan dan,RUU sisbuk ini harap menteri muhadjir JAKARTA EDUNEWS ID komisi kali DPR RI sama menteri didik dan,"['RUU', 'sisbuk', 'ini', 'harap', 'menteri', 'muhadjir', 'JAKARTA', 'EDUNEWS', 'ID', 'komisi', 'kali', 'DPR', 'RI', 'sama', 'menteri', 'didik', 'dan']","['RUU', 'harap', 'komisi', 'DPR', 'sama', 'didik']","['ini', 'dan']","['sisbuk', 'menteri', 'muhadjir', 'JAKARTA', 'EDUNEWS', 'ID', 'kali', 'RI', 'menteri']"
7257,2017-04-18T07:15:12.000Z,Forum Legislasi dengan tema Maslahat RUU Larangan Praktik Monopoli dan Persaingan Usaha Tidak Sehat di Media Center DPR RI ForlegDPR,forum legislasi dengan tema maslahat RUU larang praktik monopoli dan saing usaha tidak sehat di media center DPR RI forlegdpr,"['forum', 'legislasi', 'dengan', 'tema', 'maslahat', 'RUU', 'larang', 'praktik', 'monopoli', 'dan', 'saing', 'usaha', 'tidak', 'sehat', 'di', 'media', 'center', 'DPR', 'RI', 'forlegdpr']","['forum', 'maslahat', 'RUU', 'larang', 'monopoli', 'usaha', 'tidak', 'sehat', 'DPR']","['dengan', 'dan', 'di']","['legislasi', 'tema', 'praktik', 'saing', 'media', 'center', 'RI', 'forlegdpr']"
7258,2017-04-18T04:40:03.000Z,Komisi I DPR RDP dengan Kemenlu KemkumHAM KKP KemenkoPolhukam terkait pembahasan RUU Penempatan Batas Zona Ekonomi eksklusif Komisi,komisi i DPR RDP dengan kemenlu kemkumham KKP kemenkopolhukam kait bahas RUU tempat batas zona ekonomi eksklusif komisi,"['komisi', 'i', 'DPR', 'RDP', 'dengan', 'kemenlu', 'kemkumham', 'KKP', 'kemenkopolhukam', 'kait', 'bahas', 'RUU', 'tempat', 'batas', 'zona', 'ekonomi', 'eksklusif', 'komisi']","['komisi', 'DPR', 'kait', 'bahas', 'RUU', 'tempat', 'batas', 'eksklusif', 'komisi']",['dengan'],"['i', 'RDP', 'kemenlu', 'kemkumham', 'KKP', 'kemenkopolhukam', 'zona', 'ekonomi']"
7259,2017-04-18T04:37:31.000Z,Komisi X DPR RDP dengan Kemenkeu dan Kemendagri membahas Pola Penganggaran DAK Kebijakan Pemerintah dalam penggunaan DAK Komisi,komisi kali DPR RDP dengan kemenkeu dan kemendagri bahas pola anggaran INDAK kebijakan pemerintah dalam penggunaan INDAK komisi,"['komisi', 'kali', 'DPR', 'RDP', 'dengan', 'kemenkeu', 'dan', 'kemendagri', 'bahas', 'pola', 'anggaran', 'INDAK', 'kebijakan', 'pemerintah', 'dalam', 'penggunaan', 'INDAK', 'komisi']","['komisi', 'DPR', 'bahas', 'pola', 'kebijakan', 'pemerintah', 'dalam', 'penggunaan', 'komisi']","['dengan', 'dan']","['kali', 'RDP', 'kemenkeu', 'kemendagri', 'anggaran', 'INDAK', 'INDAK']"
7260,2017-04-18T03:24:11.000Z,Tribun Kebijakan Bebas Visa Harus Menguntungkan Indonesia Wakil Ketua Komisi I DPR RI Hanafi Rais NewsToday,tribun kebijakan bebas visa harus untung indonesia wakil ketua komisi i DPR RI hanafi rais newstoday,"['tribun', 'kebijakan', 'bebas', 'visa', 'harus', 'untung', 'indonesia', 'wakil', 'ketua', 'komisi', 'i', 'DPR', 'RI', 'hanafi', 'rais', 'newstoday']","['kebijakan', 'bebas', 'harus', 'untung', 'wakil', 'komisi', 'DPR', 'rais']",[],"['tribun', 'visa', 'indonesia', 'ketua', 'i', 'RI', 'hanafi', 'newstoday']"
7261,2017-04-17T14:36:41.000Z,Kalo punya kuasa pengen banget buat kebijakan perangkat kpk dikasih pengawalan khusus dibanding anggaran di awur ke fasilitas wakil rakyat,jika punya kuasa pengin banget buat kebijakan perangkat kpk kasih awal khusus banding anggaran di awur ke fasilitas wakil rakyat,"['jika', 'punya', 'kuasa', 'pengin', 'banget', 'buat', 'kebijakan', 'perangkat', 'kpk', 'kasih', 'awal', 'khusus', 'banding', 'anggaran', 'di', 'awur', 'ke', 'fasilitas', 'wakil', 'rakyat']","['punya', 'kuasa', 'banget', 'buat', 'kebijakan', 'kasih', 'awal', 'banding', 'awur', 'fasilitas', 'wakil', 'rakyat']","['jika', 'di', 'ke']","['pengin', 'perangkat', 'kpk', 'khusus', 'anggaran']"
7262,2017-04-17T12:31:38.000Z,Majukan Industri Musik Anang Serahkan RUU Permusikan ke Komisi X DPR RI,maju industri musik anang serah RUU musik ke komisi kali DPR RI,"['maju', 'industri', 'musik', 'anang', 'serah', 'RUU', 'musik', 'ke', 'komisi', 'kali', 'DPR', 'RI']","['musik', 'serah', 'RUU', 'musik', 'komisi', 'DPR']",['ke'],"['maju', 'industri', 'anang', 'kali', 'RI']"
7263,2017-04-17T12:09:04.000Z,RT okezonenews Majukan Industri Musik Anang Serahkan RUU Permusikan ke Komisi X DPR RI,RT okezonenews maju industri musik anang serah RUU musik ke komisi kali DPR RI,"['RT', 'okezonenews', 'maju', 'industri', 'musik', 'anang', 'serah', 'RUU', 'musik', 'ke', 'komisi', 'kali', 'DPR', 'RI']","['musik', 'serah', 'RUU', 'musik', 'komisi', 'DPR']",['ke'],"['RT', 'okezonenews', 'maju', 'industri', 'anang', 'kali', 'RI']"
